Prodno,Product,Year,Month,Sales,Number_of_items
  E10600 ,TheBlindMouse,2018,February,34320,66
  E11110 ,BillytheGoatmedium,2018,February,1250,1
  E11220 ,SurfDog,2018,February,1950,3
  E11250 ,DashTrioDogssetof3,2018,February,14289,11
  E11260 ,HoundDogPlantermedium,2018,February,1295,1
  E11300 ,RalphDogsmall,2018,February,1030,1
  E11400 ,Whiskerssmall,2018,February,1990,2
  E11600 ,BillytheBabyBird,2018,February,4485,13
  E11610 ,BarbtheMotherBird,2018,February,3980,4
  E11620 ,BaztheFatherBird,2018,February,2390,2
  E11630 ,FlorencetheFlamingoBeverageTub,2018,February,31135,13
  E11900 ,HarrytheHedgehog,2018,February,3474,6
  E11905 ,ManfredtheMoose,2018,February,3500,2
  E12100 ,PetethePelican,2018,February,895,1
  E12200 ,BozotheClownFish,2018,February,1090,2
  E12400 ,ArieltheAngelFishsmall,2018,February,1036,2
  E13110 ,KittytheKat,2018,February,2220,6
  E13120 ,DannytheDog,2018,February,2590,7
  E13130 ,PetethePig,2018,February,1420,3
  E13140 ,RingotheRabbit,2018,February,2220,6
  E15000 ,LouietheGnome-WelcomeSign,2018,February,1395,1
  E15001 ,LarrytheGnomeLoveThyGarden,2018,February,1395,1
  E16180 ,ButterflyHeart-Setof3,2018,February,1300,1
  E17000 ,OwlTrioSetof3,2018,February,2220,2
  E21520 ,DragonflyWallPanel,2018,February,430,1
  E21530 ,ButterflyWallPanel,2018,February,430,1
  E40200 ,LowCoffeeTableMetalTop,2018,February,875,1
  E40210 ,LowLounger,2018,February,2920,2
  E40310 ,KoolKombiBlue,2018,February,10050,3
  E40310LB ,KoolKombi-LightBlue,2018,February,3350,1
  E40310LG ,KoolKombi-LightGreen,2018,February,3350,1
  E40310R ,KoolKombiRed,2018,February,3350,1
  E40310Y ,KoolKombiYellow,2018,February,3350,1
  E40312 ,KombiPlanter,2018,February,2590,2
  E40340 ,PetethePelicanBeverageTub,2018,February,1290,1
  E40360G ,MiniCooperCoolerGreen,2018,February,3350,1
  E40361B ,ItaliaJobMiniDarkBlue,2018,February,3350,1
  E40364 ,BeetleCoolerAqua,2018,February,26800,8
  E40381 ,AlbatrosVintageSeaPlaneBeverageTub,2018,February,1495,1
  E40392 ,UptheCreekCanoe,2018,February,2093,7
  E40400 ,ButterflyFramedWallPanel,2018,February,895,1
  E40410 ,DragonflyFramedWallPanel,2018,February,2685,3
  E40411 ,ButterflyStakeSetsmall-Setof10,2018,February,830,2
  E40416 ,DragonflyStakeSetlarge-Setof10,2018,February,1180,2
  E40420 ,HotAirBallonsmall,2018,February,4100,5
  E40430 ,HotAirBallonlarge,2018,February,2160,2
  E40445S ,Planterbotsmall,2018,February,1180,1
  E40456 ,MadridPlanterSquareSet,2018,February,2798,2
  E40460 ,TheBirdPalace,2018,February,600,2
  E40461 ,BirdHideaway,2018,February,1305,3
  E40462 ,BirdHoliday,2018,February,3000,8
  E40480 ,CollaroyPlanterRoundSet,2018,February,2998,2
  E40485 ,BondiBalconyPlanterSet,2018,February,6125,7
  E40487 ,AvalonBarrelPlanterSetBlue,2018,February,575,1
  E40489 ,CamillatheCaterpillarPlanter,2018,February,3050,5
  E40495 ,RockAroundtheClock,2018,February,2025,3
  E40500 ,PiggyBank,2018,February,860,2
  E40502 ,ElieBank,2018,February,1290,3
  E50140 ,BennytheBat,2018,February,690,2
  E70170 ,FrostytheSnowman,2018,February,1650,1
  E70172 ,MiniSnowman,2018,February,429,1
  FITK-L-BLK ,"FitKicksActiveFootwear,Black,Large",2018,February,1848,12
  FITK-L-FUS ,"FitKicksActiveFootwear,Pink,Large",2018,February,308,2
  FITK-L-TRQ ,"FitKicksActiveFootwear,Turquoise,Large",2018,February,1848,12
  FITK-M-BLK ,"FitKicksActiveFootwear,Black,Medium",2018,February,2512,16
  FITK-M-FUS ,"FitKicksActiveFootwear,Pink,Medium",2018,February,308,2
  FITK-M-TRQ ,"FitKicksActiveFootwear,Turquoise,Medium",2018,February,1848,12
  FITK-S-BLK ,"FitKicksActiveFootwear,Black,Small",2018,February,1078,7
  FITK-S-FUS ,"FitKicksActiveFootwear,Pink,Small",2018,February,154,1
  FITK-S-TRQ ,"FitKicksActiveFootwear,Turquoise,Small",2018,February,924,6
  FITK-XL-BLK ,"FitKicksActiveFootwear,Black,X-Large",2018,February,1078,7
  FITK-XL-TRQ ,"FitKicksActiveFootwear,Turquoise,X-Large",2018,February,924,6
  FIT-LTEYW ,"FITZIPLightUpWaistPack,Yellow",2018,February,0,0
  FITW-BLK ,"FITWRISTWallet,Black",2018,February,-25,-1
  FITW-FUS ,"FITWRISTWallet,Pink",2018,February,-25,-1
  FITW-GRY ,"FITWRISTWallet,Gray",2018,February,-25,-1
  FITW-TRQ ,"FITWRISTWallet,Turquoise",2018,February,-25,0
  FITZ-BLK ,"FITZIPWaistPack,Black",2018,February,49,1
  FITZ-FUS ,"FITZIPWaistPack,Pink",2018,February,-275,-5
  FITZ-TRQ ,"FITZIPWaistPack,Mint",2018,February,49,1
  FKID-L-BLU ,"FitKidsShoes,Blue,Large",2018,February,1398,12
  FKID-L-GRY ,"FitKidsShoes,Gray,Large",2018,February,115,1
  FKID-L-PNK ,"FitKidsShoes,Pink,Large",2018,February,-9,0
  FKID-L-PUR ,"FitKidsShoes,Purple,Large",2018,February,1522,13
  FKID-M-BLU ,"FitKidsShoes,Blue,Medium",2018,February,1398,12
  FKID-M-GRY ,"FitKidsShoes,Gray,Medium",2018,February,115,1
  FKID-M-PNK ,"FitKidsShoes,Pink,Medium",2018,February,-9,0
  FKID-M-PUR ,"FitKidsShoes,Purple,Medium",2018,February,1522,13
  FKID-S-BLU ,"FitKidsShoes,Blue,Small",2018,February,1398,12
  FKID-S-GRY ,"FitKidsShoes,Gray,Small",2018,February,115,1
  FKID-S-PNK ,"FitKidsShoes,Pink,Small",2018,February,115,1
  FKID-S-PUR ,"FitKidsShoes,Purple,Small",2018,February,1522,13
  FKID-XL-BLU ,"FitKidsShoes,Blue,X-Large",2018,February,1398,12
  FKID-XL-GRY ,"FitKidsShoes,Gray,X-Large",2018,February,115,1
  FKID-XL-PNK ,"FitKidsShoes,Pink,X-Large",2018,February,115,1
  FKID-XL-PUR ,"FitKidsShoes,Purple,X-Large",2018,February,1398,12
  Ice ,FakeDécor,2018,February,1330,21
  KOZI-XL-PUR ,"KozikicksSlipper,Purple,X-Large",2018,February,0,0
  MFITK-L-BLK ,"FitKicksMens,Black,Large",2018,February,2974,19
  MFITK-M-BLK ,"FitKicksMens,Black,Medium",2018,February,3306,21
  MFITK-S-BLK ,"FitKicksMens,Black,Small",2018,February,1718,11
  MFITK-XL-BLK ,"FitKicksMens,Black,X-Large",2018,February,2050,13
  SPFIT-L-CLD ,"FitkicksSpecialEdition,CloudBurst,Large",2018,February,308,2
  SPFIT-L-CPA ,"FitkicksSpecialEdition,CocoPalm,Large",2018,February,308,2
  SPFIT-L-DPR ,"FitkicksSpecialEdition,DeepRythm,Large",2018,February,664,4
  SPFIT-L-GRP ,"FitkicksSpecialEdition,Graphite,Large",2018,February,1848,12
  SPFIT-L-LUS ,"FitkicksSpecialEdition,LushLife,Large",2018,February,2512,16
  SPFIT-M-CLD ,"FitkicksSpecialEdition,CloudBurst,Medium",2018,February,308,2
  SPFIT-M-CPA ,"FitkicksSpecialEdition,CocoPalm,Medium",2018,February,308,2
  SPFIT-M-DPR ,"FitkicksSpecialEdition,DeepRythm,Medium",2018,February,1162,7
  SPFIT-M-GRP ,"FitkicksSpecialEdition,Graphite,Medium",2018,February,1848,12
  SPFIT-M-LUS ,"FitkicksSpecialEdition,LushLife,Medium",2018,February,2512,16
  SPFIT-M-PRM ,"FitkicksSpecialEdition,Primal,Medium",2018,February,332,2
  SPFIT-S-CLD ,"FitkicksSpecialEdition,CloudBurst,Small",2018,February,154,1
  SPFIT-S-CPA ,"FitkicksSpecialEdition,CocoPalm,Small",2018,February,154,1
  SPFIT-S-DPR ,"FitkicksSpecialEdition,DeepRythm,Small",2018,February,664,4
  SPFIT-S-GRP ,"FitkicksSpecialEdition,Graphite,Small",2018,February,1078,7
  SPFIT-S-LUS ,"FitkicksSpecialEdition,LushLife,Small",2018,February,1410,9
  SPFIT-S-PRM ,"FitkicksSpecialEdition,Primal,Small",2018,February,332,2
  SPFIT-XL-CLD ,"FitkicksSpecialEdition,CloudBurst,X-large",2018,February,154,1
  SPFIT-XL-CPA ,"FitkicksSpecialEdition,CocoPalm,X-Large",2018,February,154,1
  SPFIT-XL-DPR ,"FitkicksSpecialEdition,DeepRythm,X-Large",2018,February,332,2
  SPFIT-XL-GRP ,"FitkicksSpecialEdition,Graphite,X-Large",2018,February,1078,7
  SPFIT-XL-LUS ,"FitkicksSpecialEdition,LushLife,X-Large",2018,February,1410,9
  SPFITZ-GRP ,"FITZIPWaistPack,Graphite",2018,February,637,13
  SPFITZ-LUS ,"FITZIPWaistPack,LushLife",2018,February,637,13
20020,PocketWallPlantersSmall,2019,February,2100,5
20021,PocketWallPlantersLarge,2019,February,3482.5,5
40600,KoolKombiFirepitandGrill,2019,February,3100,1
916153,BuddytheBirdfeeder,2019,February,652,2
  CR1300 ,HappyHen,2019,February,240,1
  CR1305 ,RockingRooster,2019,February,270,1
  CR1350 ,CowRainReady,2019,February,400,1
  CR1351 ,CowScholar,2019,February,400,1
  CR1421 ,NewsworthyWhaleLarge,2019,February,210,1
  E10240 ,BrucetheBullCoolermedium,2019,February,2718.4,2
  E10330 ,ThePixieChicksSetof3,2019,February,695,1
  E10400 ,PriscillathePigsmall,2019,February,1092,2
  E10600 ,TheBlindMouse,2019,February,3463,6
  E10800 ,MaisytheDaisysmall,2019,February,2744,14
  E11600 ,BillytheBabyBird,2019,February,1556,4
  E11702 ,SamtheSuperSquirrel,2019,February,1500,2
  E11720 ,BubtheBabyElephant,2019,February,4434.5,7
  E12200 ,BozotheClownFish,2019,February,695,1
  E12400 ,ArieltheAngelFishsmall,2019,February,650,1
  E13110 ,KittytheKat,2019,February,415,1
  E13120 ,DannytheDog,2019,February,415,1
  E13130 ,PetethePig,2019,February,415,1
  E15000 ,LouietheGnome-WelcomeSign,2019,February,3223.5,3
  E15001 ,LarrytheGnomeLoveThyGarden,2019,February,1074.5,1
  E40301 ,ChilledPineapple,2019,February,1095,1
  E40322 ,HoleinOneCooler,2019,February,2895,1
  E40390 ,BuriedTreasureChestCooler,2019,February,3710,2
  E40400 ,ButterflyFramedWallPanel,2019,February,3135,3
  E40411 ,ButterflyStakeSetsmall-Setof10,2019,February,315,1
  E40412 ,ButterflyStakeSetlarge-Setof10,2019,February,455,1
  E40413 ,DragonflyStakeSetsmall-Setof10,2019,February,315,1
  E40416 ,DragonflyStakeSetlarge-Setof10,2019,February,455,1
  E40420 ,HotAirBallonsmall,2019,February,1990,2
  E40431 ,SammytheSnailPlanter,2019,February,1595,1
  E40461 ,BirdHideaway,2019,February,958,2
  E40462 ,BirdHoliday,2019,February,830,2
  E40502 ,ElieBank,2019,February,665,2
  EC4000 ,CuckoosNestBirdHouse,2019,February,1480,4
  EC4005 ,WalktheLineBirdHouse,2019,February,660,2
  MEV1002 ,SingingintheRainUmbrellaStand,2019,February,5800,5
20044,CocopotsSpringTimeSetof3x2,2020,February,780,3
20045,CocopotsSummerofLoveSetof3x2,2020,February,960,4
23004,TheSparrows-Min2Sets,2020,February,104,1
40491,Frakt,2020,February,775,1
40600,KoolKombiFirepitandGrill,2020,February,9300,8
916153,BuddytheBirdfeeder,2020,February,326,1
  CR1100 ,MadamBunnykin,2020,February,240,1
  CR1110 ,SirBunnykin,2020,February,240,1
  CR1200 ,DownwardDog,2020,February,440,2
  CR1205 ,IAmAGoodDoggy,2020,February,440,2
  CR1325 ,CockadoodleDoo&#x27;sSaxPlayer,2020,February,200,1
  CR1330 ,CockadoodleDoo&#x27;sViolinist,2020,February,200,1
  CR1340 ,IronFrogwithWateringCan,2020,February,270,1
  CR1350 ,CowRainReady,2020,February,400,1
  CR1351 ,CowScholar,2020,February,1200,3
  CRN1006 ,PadMePondFrog,2020,February,2030,10
  E10220 ,BrucetheBulllarge,2020,February,1815,1
  E10300 ,RogertheRoostersmall,2020,February,1890,3
  E10330 ,ThePixieChicksSetof3,2020,February,6255,9
  E10600 ,TheBlindMouse,2020,February,5630,12
  E10800 ,MaisytheDaisysmall,2020,February,560,2
  E10900 ,HenrytheHorsesmall,2020,February,1250,1
  E11200 ,HoundDogsmall,2020,February,1395,1
  E11250 ,DashTrioDogssetof3,2020,February,7794,6
  E11300 ,RalphDogsmall,2020,February,1395,1
  E11500 ,Tabitha,2020,February,2390,2
  E11600 ,BillytheBabyBird,2020,February,6613,17
  E11610 ,BarbtheMotherBird,2020,February,2590,2
  E11620 ,BaztheFatherBird,2020,February,5980,4
  E11701 ,SimontheSlingshotSquirrel,2020,February,1500,2
  E11800 ,CheekyMonkeyFat/1,2020,February,2595,5
  E11801 ,CheekyMonkeyThin/2,2020,February,2076,4
  E12200 ,BozotheClownFish,2020,February,695,1
  E13110 ,KittytheKat,2020,February,830,2
  E13120 ,DannytheDog,2020,February,1245,3
  E13140 ,RingotheRabbit,2020,February,2905,7
  E13150 ,andItheRamSheep,2020,February,370,1
  E16140 ,ButterflySpheresmall,2020,February,4350,5
  E16150 ,ButterflySpherelarge,2020,February,4580,4
  E17000 ,OwlTrioSetof3,2020,February,3330,3
  E21520 ,DragonflyWallPanel,2020,February,430,1
  E21530 ,ButterflyWallPanel,2020,February,1720,4
  E40110 ,BistroChair,2020,February,4620,4
  E40200 ,LowCoffeeTableMetalTop,2020,February,2180,2
  E40202 ,OsloSideTable,2020,February,995,1
  E40205 ,CharlestonChairEEIEEIO,2020,February,1495,1
  E40210 ,LowLounger,2020,February,3390,2
  E40310R ,KoolKombiRed,2020,February,3650,1
  E40312 ,KombiPlanter,2020,February,1450,1
  E40315 ,Pick-UpTruckRed,2020,February,9600,2
  E40340 ,PetethePelicanBeverageTub,2020,February,1136,1
  E40348 ,ConradtheCrabCooler,2020,February,1595,1
  E40349 ,FreddytheFrog,2020,February,2580.75,2
  E40354 ,ConsWineTube,2020,February,8100,6
  E40355 ,FlipFlopWineHolder,2020,February,1520,4
  E40358 ,BuildMeUpWineRack,2020,February,1900,5
  E40364R ,BeetleCoolerRed,2020,February,3650,1
  E40410 ,DragonflyFramedWallPanel,2020,February,995,1
  E40430 ,HotAirBallonlarge,2020,February,6250,5
  E40431 ,SammytheSnailPlanter,2020,February,3190,2
  E40432 ,LillytheLadyBugPlanter,2020,February,2900,2
  E40440 ,DecorativeWallPotSet4,2020,February,400,2
  E40460 ,TheBirdPalace,2020,February,1197,3
  E40462 ,BirdHoliday,2020,February,2490,6
  E40464 ,TheBrokenEggBirdfeeder,2020,February,998,2
  E40466 ,WillyWagTailBirdfeeder,2020,February,830,2
  E40489 ,CamillatheCaterpillarPlanter,2020,February,670,1
  E40502 ,ElieBank,2020,February,403.75,1
  E43005 ,66&#x27;MustangCooler,2020,February,4800,1
  FITK-M-BLK ,"FitKicksActiveFootwear,Black,Medium",2020,February,664,4
  FKID-L-BLU ,"FitKidsShoes,Blue,Large",2020,February,248,2
  FKID-M-PNK ,"FitKidsShoes,Pink,Medium",2020,February,372,3
  FKID-M-PUR ,"FitKidsShoes,Purple,Medium",2020,February,496,4
  FKID-S-BLU ,"FitKidsShoes,Blue,Small",2020,February,248,2
  FKID-S-PNK ,"FitKidsShoes,Pink,Small",2020,February,496,4
  FKID-XL-PUR ,"FitKidsShoes,Purple,X-Large",2020,February,248,2
  Ice ,FakeDécor,2020,February,240,4
  MEV1001 ,WallHangingFlowerTub,2020,February,11095,7
  MEV1002 ,SingingintheRainUmbrellaStand,2020,February,1160,1
  MEV2001 ,HemingwayPlanter,2020,February,2900,2
  E10110 ,ClarencetheCowmedium,2015,March,1130,1
  E10160 ,ClarencetheCowPlanter,2015,March,6380,4
  E10200 ,BrucetheBullsmall,2015,March,820,1
  E10210 ,BrucetheBullmedium,2015,March,1195,1
  E10240 ,BrucetheBullCoolermedium,2015,March,4110,3
  E10250 ,BrucetheBullCoolerlarge,2015,March,1735,1
  E10300 ,RogertheRoostersmall,2015,March,5600,10
  E10310 ,RogertheRoostermedium,2015,March,7865,11
  E10320 ,RogertheRoosterlarge,2015,March,3800,4
  E10400 ,PriscillathePigsmall,2015,March,3575,5
  E10410 ,PriscillathePigmedium,2015,March,2685,3
  E10500 ,DoristheDucksmall,2015,March,3605,7
  E10520 ,DoristheDucklarge,2015,March,820,1
  E10600 ,TheBlindMouse,2015,March,91200,194
  E10700 ,SidtheSheeplarge,2015,March,1490,1
  E10710 ,SidtheSheepsmall,2015,March,1130,1
  E10800 ,MaisytheDaisysmall,2015,March,2880,31
  E10820 ,MaisytheDaisylarge,2015,March,7560,27
  E10900 ,HenrytheHorsesmall,2015,March,5650,5
  E10910 ,HenrytheHorsemedium,2015,March,1370,1
  E11110 ,BillytheGoatmedium,2015,March,0,0
  E11200 ,HoundDogsmall,2015,March,1035,1
  E11210 ,HoundDogmedium,2015,March,1250,1
  E11300 ,RalphDogsmall,2015,March,5150,5
  E11310 ,RalphDogmedium,2015,March,0,0
  E11400 ,Whiskerssmall,2015,March,3980,4
  E11500 ,Tabitha,2015,March,7380,9
  E12100 ,PetethePelican,2015,March,9295,11
  E12200 ,BozotheClownFish,2015,March,4120,8
  E12300 ,TerrytheTropicalFishsmall,2015,March,1290,3
  E12320 ,TerrytheTropicalFishlarge,2015,March,990,2
  E12400 ,ArieltheAngelFishsmall,2015,March,5940,12
  E12420 ,ArieltheAngelFishlarge,2015,March,1755,3
  E16140 ,ButterflySpheresmall,2015,March,780,1
  E16150 ,ButterflySpherelarge,2015,March,2060,2
  E20120 ,MachineGunAntSergeantGun,2015,March,715,1
  E20240 ,HippiePeaceAntNeil,2015,March,3510,6
  E40108 ,DiningTableRound,2015,March,3955,1
  E40109 ,DiningChair,2015,March,9240,8
  E40115 ,TwistStool,2015,March,2700,6
  E40210 ,LowLounger,2015,March,2920,2
  E40300 ,BustertheBin,2015,March,1605,1
  E40310 ,KoolKombiBlue,2015,March,6500,2
  E40320 ,TheBuddyBarrelCooler,2015,March,1545,1
  E40410 ,DragonflyFramedWallPanel,2015,March,1640,2
  E10110 ,ClarencetheCowmedium,2016,March,990,1
  E10150 ,ClarencetheCowPlantermedium,2016,March,2590,2
  E10160 ,ClarencetheCowPlanter,2016,March,4950,3
  E10200 ,BrucetheBullsmall,2016,March,865,1
  E10240 ,BrucetheBullCoolermedium,2016,March,4635,3
  E10250 ,BrucetheBullCoolerlarge,2016,March,3470,2
  E10300 ,RogertheRoostersmall,2016,March,2280,4
  E10320 ,RogertheRoosterlarge,2016,March,950,1
  E10400 ,PriscillathePigsmall,2016,March,715,1
  E10410 ,PriscillathePigmedium,2016,March,1790,2
  E10500 ,DoristheDucksmall,2016,March,1036,2
  E10600 ,TheBlindMouse,2016,March,56680,110
  E10700 ,SidtheSheeplarge,2016,March,2980,2
  E10710 ,SidtheSheepsmall,2016,March,1130,1
  E10720 ,BootheScarecrowsmall,2016,March,1370,1
  E10800 ,MaisytheDaisysmall,2016,March,2295,9
  E10820 ,MaisytheDaisylarge,2016,March,2691,9
  E10910 ,HenrytheHorsemedium,2016,March,1370,1
  E11200 ,HoundDogsmall,2016,March,4160,4
  E11210 ,HoundDogmedium,2016,March,1295,1
  E11300 ,RalphDogsmall,2016,March,2060,2
  E11310 ,RalphDogmedium,2016,March,2260,2
  E11400 ,Whiskerssmall,2016,March,3980,4
  E11410 ,Whiskersmedium,2016,March,2260,2
  E11500 ,Tabitha,2016,March,1730,2
  E11600 ,BillytheBabyBird,2016,March,345,1
  E12100 ,PetethePelican,2016,March,865,1
  E12200 ,BozotheClownFish,2016,March,3270,6
  E12300 ,TerrytheTropicalFishsmall,2016,March,2580,6
  E12320 ,TerrytheTropicalFishlarge,2016,March,1485,3
  E12400 ,ArieltheAngelFishsmall,2016,March,2072,4
  E12420 ,ArieltheAngelFishlarge,2016,March,2380,4
  E13120 ,DannytheDog,2016,March,370,1
  E13140 ,RingotheRabbit,2016,March,1480,4
  E13150 ,andItheRamSheep,2016,March,740,2
  E13160 ,EwetheSheep,2016,March,370,1
  E16140 ,ButterflySpheresmall,2016,March,780,1
  E20220 ,FolkSingerAntJanisJoplin,2016,March,4140,6
  E20240 ,HippiePeaceAnt-Neil,2016,March,8820,14
  E40310 ,KoolKombiBlue,2016,March,26800,8
  E40340 ,PetethePelicanBeverageTub,2016,March,2580,2
  E40350 ,CastawayCooler,2016,March,3760,1
  E40400 ,ButterflyFramedWallPanel,2016,March,1730,2
  E40420 ,HotAirBallonsmall,2016,March,735,1
  E40430 ,HotAirBallonlarge,2016,March,1035,1
16175,ButterflyReflectionMirror,2017,March,895,1
991031,RoosterBarnyard,2017,March,1260,2
  E10160 ,ClarencetheCowPlanter,2017,March,1650,1
  E10250 ,BrucetheBullCoolerlarge,2017,March,6940,4
  E10300 ,RogertheRoostersmall,2017,March,1710,3
  E10310 ,RogertheRoostermedium,2017,March,2145,3
  E10400 ,PriscillathePigsmall,2017,March,715,1
  E10420 ,PriscillathePiglarge,2017,March,895,1
  E10500 ,DoristheDucksmall,2017,March,518,1
  E10600 ,TheBlindMouse,2017,March,16640,32
  E10800 ,MaisytheDaisysmall,2017,March,510,2
  E10820 ,MaisytheDaisylarge,2017,March,598,2
  E11300 ,RalphDogsmall,2017,March,3090,3
  E11400 ,Whiskerssmall,2017,March,3980,4
  E11500 ,Tabitha,2017,March,2745,3
  E11600 ,BillytheBabyBird,2017,March,3450,10
  E11610 ,BarbtheMotherBird,2017,March,995,1
  E11630 ,FlorencetheFlamingoBeverageTub,2017,March,9939,4
  E11800 ,CheekyMonkeyFat/1,2017,March,495,1
  E11801 ,CheekyMonkeyThin/2,2017,March,495,1
  E11900 ,HarrytheHedgehog,2017,March,1737,3
  E12200 ,BozotheClownFish,2017,March,2180,4
  E12400 ,ArieltheAngelFishsmall,2017,March,518,1
  E13120 ,DannytheDog,2017,March,740,2
  E13140 ,RingotheRabbit,2017,March,1850,5
  E15001 ,LarrytheGnomeLoveThyGarden,2017,March,1395,1
  E16140 ,ButterflySpheresmall,2017,March,2340,3
  E16150 ,ButterflySpherelarge,2017,March,2060,2
  E40101 ,BistroTableMetalTop,2017,March,1170,1
  E40306 ,RetroHolidayCaravanCooler,2017,March,2575,1
  E40310 ,KoolKombiBlue,2017,March,3350,1
  E40310R ,KoolKombiRed,2017,March,3350,1
  E40341 ,TerrencetheTurtle,2017,March,3180,2
  E40342 ,PollytheParrotBeverageTub,2017,March,1395,1
  E40351 ,ByronLighthouseWineCooler,2017,March,0,3
  E40352 ,BowlMeOverWineChiller,2017,March,650,1
  E40355 ,FlipFlopWineHolder,2017,March,345,1
  E40360 ,MiniCooperCoolerBlue,2017,March,3350,1
  E40360O ,MiniCooperCoolerOrange,2017,March,3350,1
  E40360R ,MiniCooperCoolerRed,2017,March,6532.5,2
  E40381 ,AlbatrosVintageSeaPlaneBeverageTub,2017,March,4485,3
  E40400 ,ButterflyFramedWallPanel,2017,March,5370,6
  E40410 ,DragonflyFramedWallPanel,2017,March,4475,5
  E40411 ,ButterflyStakeSetsmall-Setof10,2017,March,415,1
  E40412 ,ButterflyStakeSetlarge-Setof10,2017,March,1711,3
  E40413 ,DragonflyStakeSetsmall-Setof10,2017,March,415,1
  E40416 ,DragonflyStakeSetlarge-Setof10,2017,March,1121,2
  E40420 ,HotAirBallonsmall,2017,March,6560,8
  E40441 ,MicroTrioPotswithShelf,2017,March,790,2
  E40456 ,MadridPlanterSquareSet,2017,March,2798,2
  E40460 ,TheBirdPalace,2017,March,1200,4
  E40461 ,BirdHideaway,2017,March,870,2
  E40462 ,BirdHoliday,2017,March,1125,3
